paper_ID,Include_Exclude,year,pubmed_id,url
1482,Exclude: Study design,2010,19917571,https://pubmed.ncbi.nlm.nih.gov/19917571/
1483,Exclude: Study design,2010,19910076,https://pubmed.ncbi.nlm.nih.gov/19910076/
1484,Exclude: Study design,2010,19906761,https://pubmed.ncbi.nlm.nih.gov/19906761/
1485,Exclude: Study design,2010,19841330,https://pubmed.ncbi.nlm.nih.gov/19841330/
1486,Exclude: Study design,2010,19833819,https://pubmed.ncbi.nlm.nih.gov/19833819/
1488,Exclude: Study design,2010,19815651,https://pubmed.ncbi.nlm.nih.gov/19815651/
1489,Exclude: Study design,2010,19779715,https://pubmed.ncbi.nlm.nih.gov/19779715/
1492,Exclude: Study design,2011,19714296,https://pubmed.ncbi.nlm.nih.gov/19714296/
1493,Exclude: Study design,2010,19713248,https://pubmed.ncbi.nlm.nih.gov/19713248/
1495,Exclude: Study design,2010,19651523,https://pubmed.ncbi.nlm.nih.gov/19651523/
1500,Exclude: Intervention,2010,19575284,https://pubmed.ncbi.nlm.nih.gov/19575284/
1505,Exclude: Patient,2010,19238327,https://pubmed.ncbi.nlm.nih.gov/19238327/
1507,Exclude: Outcome,2016,27155740,https://pubmed.ncbi.nlm.nih.gov/27155740/
1512,Exclude: Study design,2018,29151359,https://pubmed.ncbi.nlm.nih.gov/29151359/
1516,Exclude: Study design,2020,32067679,https://pubmed.ncbi.nlm.nih.gov/32067679/
1517,Exclude: Study design,2013,23918947,https://pubmed.ncbi.nlm.nih.gov/23918947/
