ID,Inclusion_Exlusion,PFS_Paper,Final_judge_PFS,ORR_Paper,Final_judge_ORR,Blinding_Central,Trial_phase,Trial_number,Trial_name,Tumor_pre,Tumor,Funding,Industry_name,Trial_arm,Treatment_line,Treatment_line_re,Drug_name_intervention,Drug_classification_intervention,Drug_name_control,Drug_classification_control,Primary_outcome,Response_criteria,Randomized_patient_number_intervention,Randomized_patient_number_control,Follow_up_period_months_median,PFS_INV_HR,PFS_INV_95%CI_lower,PFS_INV_95%CI_upper,PFS_CNT_HR,PFS_CNT_95%CI_lower,PFS_CNT_95%CI_upper,ORR_N_INV_intervention,CR+PR_INV_intervention,ORR_N_INV_control,CR+PR_INV_control,ORR_N_CNT_intervention,CR+PR_CNT_intervention,ORR_N_CNT_control,CR+PR_CNT_control,Median_OS_intervention,Median_OS_control,OS_HR,OS_95%CI_lower,OS_95%CI_upper,title,journal,IF_2021,year,Authors,authors,url,pubmed_id,PFS_SE_INT,PFS_SE_CNT,RHR,lnRHR,lnRHR_SE_p_0,lnRHR_SE_p_0.25,lnRHR_SE_p_0.5,lnRHR_SE_p_0.75,lnRHR_SE_p_0.95,ORR_INT,ORR_INV_95%CI_lower,ORR_INV_95%CI_upper,ORR_CENT,ORR_CNT_95%CI_lower,ORR_CNT_95%CI_upper,ORR_SE_INT,ORR_SE_CNT,ROR,lnROR,lnROR_SE_p_0,lnROR_SE_p_0.25,lnROR_SE_p_0.5,lnROR_SE_p_0.75,lnROR_SE_p_0.95
354,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,NCT02370498,KEYNOTE-061,Gastric and Gastroesophageal Junction Adenocarcinoma,Gastric and gastroesophageal junction cancer,Industry,"Merck Sharp & Dohme, a subsidiary of Merck & Co.",2,2,2,Pembrolizumab,Immune checkpoint inhibitor,Paclitaxel,Chemotherapy,OS and PFS,RECIST 1.1,296,296,7.9,1.19,1,1.42,1.49,1.25,1.77,296,36,296,45,296,33,296,37,6.7,8.3,0.94,0.79,1.12,"Pembrolizumab versus paclitaxel for previously treated, advanced gastric or gastro-oesophageal junction cancer (KEYNOTE-061): a randomised, open-label, controlled, phase 3 trial.","Lancet (London, England)",202.73,2018,Shitara K and ﾃ奔gﾃｼroﾄ殕u M and Bang YJ and Di Bartolomeo M and Mandalﾃ M and Ryu MH and Fornaro L and Olesiﾅгki T and Caglevic C and Chung HC and Muro K and Goekkurt E and Mansoor W and McDermott RS and Shacham-Shmueli E and Chen X and Mayo C and Kang SP and Ohtsu A and Fuchs CS,Shitara,https://pubmed.ncbi.nlm.nih.gov/29880231/,29880231,0.107142857,0.132653061,0.798657718,-0.224822813,0.125998232,0.109118263,0.089095658,0.063002198,0.02818279,0.772307692,0.482048108,1.237343663,0.878326996,0.532903649,1.447650648,0.192677438,0.233353826,0.879294039,-0.128635922,0.350461924,0.303595017,0.248024814,0.17567778,0.079622744
355,Inclusion,Investigator + Central,Investigator + Central,Central,Central,Unclear,Phase 2,NCT01984242,IMmotion150,Renal cell cancer,Renal cell cancer,Industry,"F. Hoffmann-La Roche, AG.",3,1,1,atezolizumab and bevacizumab,Immune checkpoint inhibitor and target therapy,sunitinib,Target therapy,PFS,RECIST 1.1,101,101,20.7,0.82,0.59,1.15,1,0.69,1.45,NA,NA,NA,NA,101,32,101,29,NA,NA,NA,NA,NA,Clinical activity and molecular correlates of response to atezolizumab alone or in combination with bevacizumab versus sunitinib in renal cell carcinoma.,Nature medicine,87.24,2018,McDermott DF and Huseni MA and Atkins MB and Motzer RJ and Rini BI and Escudier B and Fong L and Joseph RW and Pal SK and Reeves JA and Sznol M and Hainsworth J and Rathmell WK and Stadler WM and Hutson T and Gore ME and Ravaud A and Bracarda S and Suﾃ｡rez C and Danielli R and Gruenwald V and Choueiri TK and Nickles D and Jhunjhunwala S and Piault-Louis E and Thobhani A and Qiu J and Chen DS and Hegde PS and Schiff C and Fine GD and Powles T,McDermott,https://pubmed.ncbi.nlm.nih.gov/29867230/,29867230,0.142857143,0.193877551,0.82,-0.198450939,0.254707716,0.22079198,0.180616102,0.128433851,0.059947614,#VALUE!,#VALUE!,#VALUE!,1.151424288,0.631100287,2.100740433,#VALUE!,0.3749082,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
356,Inclusion,Investigator + Central,Investigator + Central,Investigator,Investigator,Unclear,Phase 3,NCT02366143,IMpower150,Non-small cell lung cancer,Non-small cell lung cancer,Industry,F. Hoffmann–La Roche/Genentech,3,1,1,atezolizumab plus bevacizumab plus carboplatin plus paclitaxel,Immune checkpoint inhibitor and target therapy and chemotherapy,bevacizumab plus carboplatin plus paclitaxel,Target therapy and chemotherapy,PFS,RECIST 1.1,400,400,15.4/15.5,0.62,0.52,0.74,0.705,0.588,0.846,353,224,331,159,NA,NA,NA,NA,19.2,14.7,0.78,0.64,0.96,Atezolizumab for First-Line Treatment of Metastatic Nonsquamous NSCLC.,The New England journal of medicine,176.08,2018,Socinski MA and Jotte RM and Cappuzzo F and Orlandi F and Stroyakovskiy D and Nogami N and Rodrﾃｭguez-Abreu D and Moro-Sibilot D and Thomas CA and Barlesi F and Finley G and Kelsch C and Lee A and Coleman S and Deng Y and Shen Y and Kowanetz M and Lopez-Chavez A and Sandler A and Reck M,Socinski,https://pubmed.ncbi.nlm.nih.gov/29863955/,29863955,0.056122449,0.065816327,0.879432624,-0.128478325,0.129281084,0.111969447,0.09143695,0.064685967,0.029036549,1.878406709,1.383709153,2.549966339,#VALUE!,#VALUE!,#VALUE!,0.297514588,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
371,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator,Blinding,Phase 3,NCT02604342,ALUR,Non-small cell lung cancer,Non-small cell lung cancer,Industry,F. Hoffmann-La Roche Ltd.,2,≥3,≥3,Alectinib,Target therapy,Chemotherapy,Chemotherapy,PFS,RECIST 1.1,72,35,6.5/5.8,0.15,0.08,0.29,0.32,0.17,0.59,72,27,35,1,NA,NA,NA,NA,12.6,NR,0.89,0.35,2.24,Alectinib versus chemotherapy in crizotinib-pretreated anaplastic lymphoma kinase (ALK)-positive non-small-cell lung cancer: results from the phase III ALUR study.,Annals of oncology : official journal of the European Society for Medical Oncology,51.77,2018,Novello S and Maziﾃｨres J and Oh IJ and de Castro J and Migliorino MR and Helland ﾃ and Dziadziuszko R and Griesinger F and Kotb A and Zeaiter A and Cardona A and Balas B and Johannsdottir HK and Das-Gupta A and Wolf J,Novello,https://pubmed.ncbi.nlm.nih.gov/29668860/,29668860,0.053571429,0.107142857,0.46875,-0.757685702,0.456832924,0.395667876,0.323125079,0.22861882,0.10272275,20.4,2.639218037,157.6830691,#VALUE!,#VALUE!,#VALUE!,39.55200281,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
378,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,NCT01909453,COLUMBUS,Melanoma,Melanoma,Industry,"Array BioPharma, Novartis.",3,"1, 2",≥1,Encorafenib plus Binimetinib,Target therapy,vemurafenib,Target therapy,PFS,RECIST 1.1,192,191,16.6,0.49,0.37,0.64,0.54,0.41,0.71,192,144,191,94,192,121,191,77,In progress,In progress,In progress,In progress,In progress,"Encorafenib plus binimetinib versus vemurafenib or encorafenib in patients with BRAF-mutant melanoma (COLUMBUS): a multicentre, open-label, randomised phase 3 trial.",The Lancet. Oncology,54.43,2018,Dummer R and Ascierto PA and Gogas HJ and Arance A and Mandala M and Liszkay G and Garbe C and Schadendorf D and Krajsova I and Gutzmer R and Chiarion-Sileni V and Dutriaux C and de Groot JWB and Yamazaki N and Loquai C and Moutouh-de Parseval LA and Pickard MD and Sandor V and Robert C and Flaherty KT,Dummer,https://pubmed.ncbi.nlm.nih.gov/29573941/,29573941,0.068877551,0.076530612,0.907407407,-0.097163748,0.19789494,0.171382107,0.139933006,0.098947792,0.044251566,3.095744681,2.008486811,4.771569859,2.523138833,1.67174296,3.808139003,0.704868124,0.544998991,1.226941871,0.20452479,0.304685521,0.263919829,0.215578491,0.152625343,0.068926213
380,Inclusion,Central,Central,Investigator + Central,Investigator + Central,Unclear,Phase 3,NCT02231749,CheckMate 214 ,Renal cell cancer,Renal cell cancer,Industry,Bristol-Myers Squibb and Ono Pharmaceutical,2,1,1,Nivolumab plus Ipilimumab,Immune checkpoint inhibitor,Sunitinib,Target therapy,"OS, ORR, PFS",RECIST 1.1,550,546,25.2,NA,NA,NA,"0.82 (99.1% CI, 0.64–1.05)",,,425,174,422,119,425,177,422,112,NR,26,"0.63 (99.8% CI, 0.44–0.89)",,,Nivolumab plus Ipilimumab versus Sunitinib in Advanced Renal-Cell Carcinoma.,The New England journal of medicine,176.08,2018,Motzer RJ and Tannir NM and McDermott DF and Arﾃｩn Frontera O and Melichar B and Choueiri TK and Plimack ER and Barthﾃｩlﾃｩmy P and Porta C and George S and Powles T and Donskov F and Neiman V and Kollmannsberger CK and Salman P and Gurney H and Hawkins R and Ravaud A and Grimm MO and Bracarda S and Barrios CH and Tomita Y and Castellano D and Rini BI and Chen AC and Mekan S and McHenry MB and Wind-Rotolo M and Doan J and Sharma P and Hammers HJ and Escudier B,Motzer,https://pubmed.ncbi.nlm.nih.gov/29562145/,29562145,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.765107637,1.324791131,2.351770703,1.975446429,1.478699062,2.639068823,0.261984585,0.296012694,0.893523414,-0.11258274,0.208017391,0.180149637,0.147093673,0.10401541,0.046533118
382,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 2,NCT01835158,CABOSUN,Renal cell cancer,Renal cell cancer,Public,National Cancer Institute part of the National Institutes of Health,2,1,1,Cabozantinib,Target therapy,Sunitinib,Target therapy,PFS,RECIST 1.1,79,78,35.4,0.56,0.37,0.83,0.48,0.31,0.74,79,26,78,9,79,16,78,7,26.6,21.2,0.8,0.53,1.21,Cabozantinib versus sunitinib as initial therapy for metastatic renal cell carcinoma of intermediate or poor risk (Alliance A031203 CABOSUN randomised trial): Progression-free survival by independent review and overall survival update.,"European journal of cancer (Oxford, England : 1990)",10.00,2018,Choueiri TK and Hessel C and Halabi S and Sanford B and Michaelson MD and Hahn O and Walsh M and Olencki T and Picus J and Small EJ and Dakhil S and Feldman DR and Mangeshkar M and Scheffold C and George D and Morris MJ,Choueiri,https://pubmed.ncbi.nlm.nih.gov/29550566/,29550566,0.117346939,0.109693878,1.166666667,0.15415068,0.302892679,0.262432532,0.214470726,0.152067588,0.069469694,3.761006289,1.626419084,8.697123911,2.575963719,0.99545293,6.665899391,1.803751231,1.446542464,1.460038533,0.378462828,0.646720955,0.560811256,0.459097525,0.327157163,0.155051045
417,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,NCT02151981,AURA3,Non-small cell lung cancer,Non-small cell lung cancer,Industry,AstraZeneca,2,2,2,Osimertinib,Target therapy,Chemotherapy,Chemotherapy,PFS,RECIST 1.1,279,140,NA,0.3,0.23,0.41,0.28,0.2,0.38,279,181,140,41,279,159,140,41,NA,NA,NA,NA,NA,FDA Benefit-Risk Assessment of Osimertinib for the Treatment of Metastatic Non-Small Cell Lung Cancer Harboring Epidermal Growth Factor Receptor T790M Mutation.,The oncologist,5.84,2018,Odogwu L and Mathieu L and Goldberg KB and Blumenthal GM and Larkins E and Fiero MH and Rodriguez L and Bijwaard K and Lee EY and Philip R and Fan I and Donoghue M and Keegan P and McKee A and Pazdur R,Odogwu,https://pubmed.ncbi.nlm.nih.gov/29242281/,29242281,0.045918367,0.045918367,1.071428571,0.068992871,0.220357139,0.19100818,0.156240139,0.111075817,0.051762168,4.459681434,2.874400166,6.919272663,3.199390244,2.072160543,4.939818957,1.031855229,0.731545514,1.393916057,0.332117093,0.315173116,0.272950746,0.222867958,0.157601218,0.070516362
424,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator,Unclear,Phase 3,NCT01290939,EORTC26101,Glioblastoma,Glioblastoma,Industry and Public,F. Hoffmann–La Roche and EORTC Cancer Research Fund,2,2,2,Lomustine plus Bevacizumab,Target therapy and chemotherapy,Lomustine,Chemotherapy,OS,RANO criteria,288,149,13.6/15.3,0.49,0.39,0.61,0.59,0.48,0.74,260,108,137,19,NA,NA,NA,NA,9.1,8.6,0.95,0.74,1.21,Lomustine and Bevacizumab in Progressive Glioblastoma.,The New England journal of medicine,176.08,2017,Wick W and Gorlia T and Bendszus M and Taphoorn M and Sahm F and Harting I and Brandes AA and Taal W and Domont J and Idbaih A and Campone M and Clement PM and Stupp R and Fabbro M and Le Rhun E and Dubois F and Weller M and von Deimling A and Golfinopoulos V and Bromberg JC and Platten M and Klein M and van den Bent MJ,Wick,https://pubmed.ncbi.nlm.nih.gov/29141164/,29141164,0.056122449,0.066326531,0.830508475,-0.185717146,0.158791448,0.137529776,0.112312752,0.079459861,0.035688117,4.412742382,2.56206854,7.600224206,#VALUE!,#VALUE!,#VALUE!,1.285243793,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
447,Inclusion,Investigator + Central,Investigator + Central,No ORR,No ORR,Unclear,Phase 3,NCT01719536,CONVINCE,Non-small cell lung cancer,Non-small cell lung cancer,Industry and Public,"Betta Pharmaceuticals Co., Ltd. and National Key Special Program for Innovative Drugs",2,1,1,icotinib,Target therapy,cisplatin/pemetrexed plus pemetrexed maintenance therapy,Chemotherapy,PFS,RECIST 1.1,148,148,18.0/15.7,0.65,0.48,0.88,0.61,0.43,0.87,NA,NA,NA,NA,NA,NA,NA,NA,30.5,32.1,NA,NA,NA,"First-line icotinib versus cisplatin/pemetrexed plus pemetrexed maintenance therapy for patients with advanced EGFR mutation-positive lung adenocarcinoma (CONVINCE): a phase 3, open-label, randomized study.",Annals of oncology : official journal of the European Society for Medical Oncology,51.77,2017,Shi YK and Wang L and Han BH and Li W and Yu P and Liu YP and Ding CM and Song X and Ma ZY and Ren XL and Feng JF and Zhang HL and Chen GY and Han XH and Wu N and Yao C and Song Y and Zhang SC and Song W and Liu XQ and Zhao SJ and Lin YC and Ye XQ and Li K and Shu YQ and Ding LM and Tan FL and Sun Y,Shi,https://pubmed.ncbi.nlm.nih.gov/28945850/,28945850,0.102040816,0.112244898,1.06557377,0.063513406,0.237123348,0.205739378,0.168611687,0.120545055,0.058412994,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
475,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Unclear,Phase 2,NCT01605396,No name,Breast cancer,Breast cancer,Industry,"Merck & Co., Inc.",2,≥2,≥2,"ridaforolimus, dalotuzumab and exemestane",Target therapy and chemotherapy,ridaforolimus and exemestane,Target therapy and chemotherapy,PFS,RECIST 1.1,40,40,NA,1.58,1.13,2.19,1.18,0.81,1.72,40,5,40,9,40,6,40,10,NA,NA,NA,NA,NA,"A randomized phase II trial of ridaforolimus, dalotuzumab, and exemestane compared with ridaforolimus and exemestane in patients with advanced breast cancer.",Breast cancer research and treatment,4.62,2017,Rugo HS and Trﾃｩdan O and Ro J and Morales SM and Campone M and Musolino A and Afonso N and Ferreira M and Park KH and Cortes J and Tan AR and Blum JL and Eaton L and Gause CK and Wang Z and Im E and Mauro DJ and Jones MB and Denker A and Baselga J,Rugo,https://pubmed.ncbi.nlm.nih.gov/28681171/,28681171,0.270408163,0.232142857,1.338983051,0.291910409,0.25572664,0.221772144,0.181575476,0.129446602,0.061529166,0.492063492,0.148898351,1.626119289,0.529411765,0.171886812,1.630589422,0.376842076,0.372118013,0.929453263,-0.073158755,0.837467832,0.725490822,0.592723795,0.419888154,0.190509091
492,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,NCT01828112,ASCEND-5,Non-small cell lung cancer,Non-small cell lung cancer,Industry,Novartis Pharmaceuticals Corporation.,2,≥2,≥2,Ceritinib,Target therapy,Chemotherapy,Chemotherapy,PFS,RECIST 1.1,115,116,16.5,0.4,0.29,0.54,0.49,0.36,0.67,115,49,116,7,115,45,116,8,18.1,20.1,1,0.67,1.49,"Ceritinib versus chemotherapy in patients with ALK-rearranged non-small-cell lung cancer previously given chemotherapy and crizotinib (ASCEND-5): a randomised, controlled, open-label, phase 3 trial.",The Lancet. Oncology,54.43,2017,Shaw AT and Kim TM and Crinﾃｲ L and Gridelli C and Kiura K and Liu G and Novello S and Bearz A and Gautschi O and Mok T and Nishio M and Scagliotti G and Spigel DR and Deudon S and Zheng C and Pantano S and Urban P and Massacesi C and Viraswami-Appanna K and Felip E,Shaw,https://pubmed.ncbi.nlm.nih.gov/28602779/,28602779,0.06377551,0.079081633,0.816326531,-0.202940844,0.224192896,0.194156754,0.158528344,0.112096505,0.050131219,11.56060606,4.946558908,27.01829999,8.678571429,3.860924933,19.50765771,5.630546194,3.991513464,1.332086295,0.286746356,0.598630378,0.518524378,0.423528904,0.299809831,0.135252713
493,Inclusion,Investigator + Central,Investigator + Central,Investigator,Investigator,Unclear,Phase 3,NCT02075840,ALEX,Non-small cell lung cancer,Non-small cell lung cancer,Industry,F. Hoffmann-La Roche Ltd.,2,1,1,Alectinib,Target therapy,Crizotinib,Target therapy,PFS,RECIST 1.1,152,151,17.6/18.6,0.47,0.34,0.65,0.5,0.36,0.7,152,126,151,114,NA,NA,NA,NA,NA,NA,0.76,0.48,1.2,Alectinib versus Crizotinib in Untreated ALK-Positive Non-Small-Cell Lung Cancer.,The New England journal of medicine,176.08,2017,Peters S and Camidge DR and Shaw AT and Gadgeel S and Ahn JS and Kim DW and Ou SI and Pﾃｩrol M and Dziadziuszko R and Rosell R and Zeaiter A and Mitry E and Golding S and Balas B and Noe J and Morcos PN and Mok T,Peters,https://pubmed.ncbi.nlm.nih.gov/28586279/,28586279,0.079081633,0.086734694,0.94,-0.061875404,0.236864978,0.205142481,0.167516736,0.118491672,0.053132024,1.572874494,0.896705709,2.758914266,#VALUE!,#VALUE!,#VALUE!,0.475053203,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
494,Inclusion,Investigator + Central,Investigator + Central,Central,Central,Blinding,Phase 3,NCT02000622,OlympiAD,Breast cancer,Breast cancer,Industry,AstraZeneca,2,"1, 2",≥1,Olaparib,Target therapy,Standard care,Standard care,PFS,RECIST 1.1,205,97,14.5/14.1,0.5,0.36,0.68,0.58,0.43,0.8,NA,NA,NA,NA,167,100,66,19,19.3,19.6,0.9,0.63,1.29,Olaparib for Metastatic Breast Cancer in Patients with a Germline BRCA Mutation.,The New England journal of medicine,176.08,2017,Robson M and Im SA and Senkus E and Xu B and Domchek SM and Masuda N and Delaloge S and Li W and Tung N and Armstrong A and Wu W and Goessl C and Runswick S and Conte P,Robson,https://pubmed.ncbi.nlm.nih.gov/28578601/,28578601,0.081632653,0.094387755,0.862068966,-0.148420005,0.226726347,0.1963603,0.160343065,0.113412652,0.050837531,#VALUE!,#VALUE!,#VALUE!,3.692065986,1.993725988,6.83712372,#VALUE!,1.235560646,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
501,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,JapicCTI-132316,J-ALEX,Non-small cell lung cancer,Non-small cell lung cancer,Industry,"Chugai Pharmaceutical Co, Ltd.",2,1,1,Alectinib,Target therapy,Crizotinib,Target therapy,PFS,RECIST 1.1,103,104,12.0/12.2,0.34,0.21,0.54,0·34 [99·7% CI 0·17–0·71],,,103,88,104,73,83,76,90,71,In progress,In progress,In progress,In progress,In progress,"Alectinib versus crizotinib in patients with ALK-positive non-small-cell lung cancer (J-ALEX): an open-label, randomised phase 3 trial.","Lancet (London, England)",202.73,2017,Hida T and Nokihara H and Kondo M and Kim YH and Azuma K and Seto T and Takiguchi Y and Nishio M and Yoshioka H and Imamura F and Hotta K and Watanabe S and Goto K and Satouchi M and Kozuki T and Shukuya T and Nakagawa K and Mitsudomi T and Yamamoto N and Asakawa T and Asabe R and Tanaka T and Tamura T,Hida,https://pubmed.ncbi.nlm.nih.gov/28501140/,28501140,0.084183673,0.090909091,0,0,0.340532089,0.294909474,0.240792633,0.170266221,0.07614579,2.491324201,1.249399883,4.967742001,2.905432596,1.15208355,7.327193039,0.948556663,1.575283033,0.857471003,-0.153767917,0.588827752,0.513447334,0.42489788,0.312167027,0.176000817
504,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Central,Unclear,Phase 3,NCT01026142,PHEREXA,Breast cancer,Breast cancer,Industry,AstraZeneca,2,≥2,≥2,"Pertuzumab, Trastuzumab Plus Capecitabine",Target therapy and chemotherapy,Trastuzumab Plus Capecitabine,Target therapy and chemotherapy,PFS,RECIST 1.1,228,224,28.6/25.3,0.81,0.66,1,0.82,0.65,1.02,NA,NA,NA,NA,163,66,164,54,28.1,36.1,0.68,0.51,0.9,Randomized Phase III Trial of Trastuzumab Plus Capecitabine With or Without Pertuzumab in Patients With Human Epidermal Growth Factor Receptor 2-Positive Metastatic Breast Cancer Who Experienced Disease Progression During or After Trastuzumab-Based Therapy.,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,50.74,2017,Urruticoechea A and Rizwanullah M and Im SA and Ruiz ACS and Lﾃ｡ng I and Tomasello G and Douthwaite H and Badovinac Crnjevic T and Heeson S and Eng-Wong J and Muﾃｱoz M,Urruticoechea,https://pubmed.ncbi.nlm.nih.gov/28437161/,28437161,0.086734694,0.094387755,0.987804878,-0.012270093,0.156359118,0.135484833,0.110743426,0.07856254,0.036033953,#VALUE!,#VALUE!,#VALUE!,1.3860252,0.882422225,2.177037027,#VALUE!,0.330258878,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
511,Inclusion,Investigator + Central,Investigator + Central,Unclear,Central,Blinding,Phase 3,NCT00569127,SWOG S0518,Neuroendocrine tumors,Neuroendocrine tumors,Industry,"Novartis, Pharmacyclics",2,2,2,bevacizumab plus octreotide,Target therapy and chemotherapy,interferon plus octreotide,Immunotherapy and chemotherapy,PFS,RECIST 1.1,214,213,NA,0.9,0.72,1.12,0.93,0.73,1.18,NA,NA,NA,NA,214,24,213,8,35.2,Not reached,1.16,0.88,1.55,Phase III Prospective Randomized Comparison Trial of Depot Octreotide Plus Interferon Alfa-2b Versus Depot Octreotide Plus Bevacizumab in Patients With Advanced Carcinoid Tumors: SWOG S0518.,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,50.74,2017,Yao JC and Guthrie KA and Moran C and Strosberg JR and Kulke MH and Chan JA and LoConte N and McWilliams RR and Wolin EM and Mattar B and McDonough S and Chen H and Blanke CD and Hochster HS,Yao,https://pubmed.ncbi.nlm.nih.gov/28384065/,28384065,0.102040816,0.114795918,0.967741935,-0.032789823,0.166468968,0.144249501,0.117914884,0.083665531,0.03842814,#VALUE!,#VALUE!,#VALUE!,3.236842105,1.419702071,7.379820757,#VALUE!,1.52043844,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
523,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Unclear,Phase 2,NCT01234857,No name,Breast cancer,Breast cancer,Industry,"Merck & Co., Inc.",4,≥2,≥2,ridaforolimus 30 mg plus dalotuzumab,Target therapy,Exemestane,Chemotherapy,PFS,RECIST 1.1,29,33,NA,0.99,0.53,1.87,1,0.46,2.19,29,2,33,1,29,1,33,0,24.7,24.9,1.28,0.65,2.49,A phase II study of combined ridaforolimus and dalotuzumab compared with exemestane in patients with estrogen receptor-positive breast cancer.,Breast cancer research and treatment,4.62,2017,Baselga J and Morales SM and Awada A and Blum JL and Tan AR and Ewertz M and Cortes J and Moy B and Ruddy KJ and Haddad T and Ciruelos EM and Vuylsteke P and Ebbinghaus S and Im E and Eaton L and Pathiraja K and Gause C and Mauro D and Jones MB and Rugo HS,Baselga,https://pubmed.ncbi.nlm.nih.gov/28324268/,28324268,0.341836735,0.441326531,0.99,-0.010050336,0.511770655,0.444850949,0.365890053,0.264307954,0.13654752,2.37037037,0.203622676,27.59346753,2.321428571,0.075016493,71.83794397,6.987205321,18.30686925,1.021082621,0.020863458,2.152851726,1.881032838,1.562625521,1.159876071,0.684195649
524,Inclusion,No PFS,No PFS,Investigator + Central,Investigator + Central,Blinding,Phase 2,NCT00874848,No name,Non-small cell lung cancer,Non-small cell lung cancer,Industry,Biothera Pharmaceuticals Inc.,2,1,1,BTH1677,Immunotherapy,cetuximab/carboplatin/paclitaxel,Target therapy/Chemotherapy,ORR,RECIST 1.0,60,30,NA,NA,NA,NA,NA,NA,NA,46,22,26,6,41,15,26,6,10.3,12.4,1.14,0.67,2,"A randomized, open-label, multicenter, phase II study evaluating the efficacy and safety of BTH1677 (1,3-1,6 beta glucan; Imprime PGG) in combination with cetuximab and chemotherapy in patients with advanced non-small cell lung cancer.",Investigational new drugs,3.65,2017,Thomas M and Sadjadian P and Kollmeier J and Lowe J and Mattson P and Trout JR and Gargano M and Patchen ML and Walsh R and Beliveau M and Marier JF and Bose N and Gorden K and Schneller F 3rd,Thomas,https://pubmed.ncbi.nlm.nih.gov/28303530/,28303530,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,3.055555556,1.037349704,9.000262611,1.923076923,0.63259677,5.846101384,2.031355333,1.329975667,1.588888889,0.46303496,0.790937893,0.68501961,0.559393405,0.395714667,0.177553908
526,Inclusion,Investigator + Central,Investigator + Central,Central,Central,Blinding,Phase 3,NCT01763164,NEMO,Melanoma,Melanoma,Industry,Array BioPharma and Novartis Pharmaceuticals Corporation.,2,≥2,≥2,Binimetinib,Target therapy,Dacarbazine,Chemotherapy,PFS,RECIST 1.1,269,133,1.7,0.63,0.48,0.82,0.62,0.47,0.8,NA,NA,NA,NA,269,41,133,9,11,10.1,1,0.75,1.33,"Binimetinib versus dacarbazine in patients with advanced NRAS-mutant melanoma (NEMO): a multicentre, open-label, randomised, phase 3 trial.",The Lancet. Oncology,54.43,2017,Dummer R and Schadendorf D and Ascierto PA and Arance A and Dutriaux C and Di Giacomo AM and Rutkowski P and Del Vecchio M and Gutzmer R and Mandala M and Thomas L and Demidov L and Garbe C and Hogg D and Liszkay G and Queirolo P and Wasserman E and Ford J and Weill M and Sirulnik LA and Jehl V and Bozﾃｳn V and Long GV and Flaherty K,Dummer,https://pubmed.ncbi.nlm.nih.gov/28284557/,28284557,0.086734694,0.084183673,1.016129032,0.016000341,0.192542917,0.166747703,0.136149985,0.096274816,0.043063413,#VALUE!,#VALUE!,#VALUE!,2.477582846,1.165766806,5.265561455,#VALUE!,1.045865982,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
